01-May-2022 20:02:08.361878,BUY_BUY_SELL, BTC/USDT,ONE/BTC,ONE/USDT,-0.241
01-May-2022 20:02:11.410336,BUY_SELL_SELL, ONE/USDT,ONE/BTC,BTC/USDT,-0.237
01-May-2022 20:02:14.704772,BUY_BUY_SELL, BTC/USDT,FTM/BTC,FTM/USDT,-0.046
01-May-2022 20:02:17.680875,BUY_SELL_SELL, FTM/USDT,FTM/BTC,BTC/USDT,0.007
01-May-2022 20:02:21.585256,BUY_BUY_SELL, BTC/USDT,ALGO/BTC,ALGO/USDT,-0.061
01-May-2022 20:02:24.807696,BUY_SELL_SELL, ALGO/USDT,ALGO/BTC,BTC/USDT,0.018
01-May-2022 20:02:28.796540,BUY_BUY_SELL, BTC/USDT,ERD/BTC,ERD/USDT,-100.0
01-May-2022 20:02:32.989550,BUY_SELL_SELL, ERD/USDT,ERD/BTC,BTC/USDT,-100.0
01-May-2022 20:02:36.163036,BUY_BUY_SELL, BTC/USDT,DOGE/BTC,DOGE/USDT,-0.339
01-May-2022 20:02:40.139494,BUY_SELL_SELL, DOGE/USDT,DOGE/BTC,BTC/USDT,0.051
01-May-2022 20:02:43.050379,BUY_BUY_SELL, BTC/USDT,DUSK/BTC,DUSK/USDT,-0.104
01-May-2022 20:02:46.955741,BUY_SELL_SELL, DUSK/USDT,DUSK/BTC,BTC/USDT,-0.076
01-May-2022 20:02:51.117655,BUY_BUY_SELL, BTC/USDT,ANKR/BTC,ANKR/USDT,-0.381
01-May-2022 20:02:55.123390,BUY_SELL_SELL, ANKR/USDT,ANKR/BTC,BTC/USDT,-0.253
01-May-2022 20:02:59.437743,BUY_BUY_SELL, BTC/USDT,WIN/BTC,WIN/USDT,-100.0
01-May-2022 20:03:02.387752,BUY_SELL_SELL, WIN/USDT,WIN/BTC,BTC/USDT,-100.0
01-May-2022 20:03:06.341150,BUY_BUY_SELL, BTC/USDT,COS/BTC,COS/USDT,-2.919
01-May-2022 20:03:09.274973,BUY_SELL_SELL, COS/USDT,COS/BTC,BTC/USDT,0.067
01-May-2022 20:03:12.315518,BUY_BUY_SELL, BTC/USDT,COCOS/BTC,COCOS/USDT,-100.0
01-May-2022 20:03:15.254262,BUY_SELL_SELL, COCOS/USDT,COCOS/BTC,BTC/USDT,-100.0
01-May-2022 20:03:18.582254,BUY_BUY_SELL, BTC/USDT,TOMO/BTC,TOMO/USDT,-0.137
01-May-2022 20:03:21.485384,BUY_SELL_SELL, TOMO/USDT,TOMO/BTC,BTC/USDT,-0.094
01-May-2022 20:03:24.456553,BUY_BUY_SELL, BTC/USDT,PERL/BTC,PERL/USDT,-0.173
01-May-2022 20:03:27.678656,BUY_SELL_SELL, PERL/USDT,PERL/BTC,BTC/USDT,-0.952
01-May-2022 20:03:30.585703,BUY_BUY_SELL, BTC/USDT,CHZ/BTC,CHZ/USDT,-0.153
01-May-2022 20:03:35.415123,BUY_SELL_SELL, CHZ/USDT,CHZ/BTC,BTC/USDT,-0.047
01-May-2022 20:03:40.285736,BUY_BUY_SELL, BTC/USDT,BAND/BTC,BAND/USDT,-0.313
01-May-2022 20:03:45.137095,BUY_SELL_SELL, BAND/USDT,BAND/BTC,BTC/USDT,-0.058
01-May-2022 20:03:49.321471,BUY_BUY_SELL, BTC/USDT,BEAM/BTC,BEAM/USDT,-0.225
01-May-2022 20:03:52.454636,BUY_SELL_SELL, BEAM/USDT,BEAM/BTC,BTC/USDT,-0.054
01-May-2022 20:03:55.629716,BUY_BUY_SELL, BTC/USDT,XTZ/BTC,XTZ/USDT,-0.034
01-May-2022 20:03:58.591709,BUY_SELL_SELL, XTZ/USDT,XTZ/BTC,BTC/USDT,-0.057
01-May-2022 20:04:02.688704,BUY_BUY_SELL, BTC/USDT,HBAR/BTC,HBAR/USDT,-0.156
01-May-2022 20:04:05.684053,BUY_SELL_SELL, HBAR/USDT,HBAR/BTC,BTC/USDT,-0.105
01-May-2022 20:04:08.824617,BUY_BUY_SELL, BTC/USDT,NKN/BTC,NKN/USDT,-0.129
01-May-2022 20:04:11.755078,BUY_SELL_SELL, NKN/USDT,NKN/BTC,BTC/USDT,-0.099
01-May-2022 20:04:14.760406,BUY_BUY_SELL, BTC/USDT,STX/BTC,STX/USDT,-0.223
01-May-2022 20:04:17.676415,BUY_SELL_SELL, STX/USDT,STX/BTC,BTC/USDT,0.02
01-May-2022 20:04:20.819724,BUY_BUY_SELL, BTC/USDT,KAVA/BTC,KAVA/USDT,-0.083
