USDT/BUSD/TRX,10-May-2022 00:31:25.289553,BUY_BUY_SELL, BUSD/USDT, 1.0001, 34.0654158,TRX/BUSD, 0.0762, 34.0620096, TRX/USDT, 0.07625, 447.008,34.0654158, 34.05027564, False,-0.3105931282043457
USDT/BUSD/TRX,10-May-2022 00:31:25.607586,BUY_SELL_SELL, TRX/USDT, 0.07624, 79.18245596,TRX/BUSD, 0.07624, 1038.594648, BUSD/USDT, 1.0002, 79.1032735,79.18245596, 79.11909415, False,-0.3170661926269531
USDT/BUSD/EOS,10-May-2022 00:31:25.930343,BUY_BUY_SELL, BUSD/USDT, 1.0001, 100,EOS/BUSD, 1.777, 99.990001, EOS/USDT, 1.778, 56.21272426,100, 99.84627751, False,-0.3217597007751465
USDT/BUSD/EOS,10-May-2022 00:31:26.291168,BUY_SELL_SELL, EOS/USDT, 1.777, 100,EOS/BUSD, 1.779, 56.21834553, BUSD/USDT, 1.0002, 99.91242426,100, 99.93240674, False,-0.36086010932922363
USDT/BUSD/XLM,10-May-2022 00:31:26.642805,BUY_BUY_SELL, BUSD/USDT, 1.0001, 100,XLM/BUSD, 0.1494, 99.990001, XLM/USDT, 0.1496, 668.60783801,100, 99.92370884, False,-0.34850001335144043
USDT/BUSD/XLM,10-May-2022 00:31:27.080391,BUY_SELL_SELL, XLM/USDT, 0.1495, 100,XLM/BUSD, 0.1495, 668.22742475, BUSD/USDT, 1.0002, 99.8001,100, 99.82006002, False,-0.43662142753601074
USDT/BUSD/ADA,10-May-2022 00:31:27.549497,BUY_BUY_SELL, BUSD/USDT, 1.0001, 100,ADA/BUSD, 0.6373, 99.990001, ADA/USDT, 0.6378, 156.73938648,100, 99.86841232, False,-0.4681074619293213
USDT/BUSD/ADA,10-May-2022 00:31:28.037779,BUY_SELL_SELL, ADA/USDT, 0.6376, 100,ADA/BUSD, 0.6378, 156.6813049, BUSD/USDT, 1.0002, 99.83140493,100, 99.85137121, False,-0.48223876953125
USDT/BUSD/BCH,10-May-2022 00:31:28.360251,BUY_BUY_SELL, BUSD/USDT, 1.0001, 100,BCH/BUSD, 230.5, 99.990001, BCH/USDT, 230.8, 0.4333623,100, 99.91999882, False,-0.3204774856567383
USDT/BUSD/BCH,10-May-2022 00:31:28.679408,BUY_SELL_SELL, BCH/USDT, 230.7, 100,BCH/BUSD, 230.9, 0.43302991, BUSD/USDT, 1.0002, 99.88661961,100, 99.90659693, False,-0.31716442108154297
